reference,name,latitude,longitude,grid,locationDesc,attempts,activations,qsos,my_activations,my_hunted_qsos
K-3321,Ortonville State Recreation Area,42.8854,-83.4039,EN82hv,US-MI,121,120,5093,0,2
K-3322,Pinckney State Recreation Area,42.4071,-83.9608,EN82aj,US-MI,73,66,2826,0,0
K-3323,Pontiac Lake State Recreation Area,42.6735,-83.4416,EN82gq,US-MI,39,38,1353,0,0
K-3324,Proud Lake State Recreation Area,42.5702,-83.5597,EN82fn,US-MI,111,109,5761,0,0
K-3325,Rifle River State Recreation Area,44.4215,-84.0221,EN74xk,US-MI,10,10,289,0,0
K-3326,Rockport State Recreation Area,45.2072,-83.4083,EN85he,US-MI,21,20,709,0,0
K-3327,Sanilac Petroglyphs State Park,43.6565,-83.0178,EN83lp,US-MI,15,13,542,0,0
K-3328,Sturgeon Point State Park,44.7124,-83.2766,EN84ir,US-MI,9,9,294,0,0
K-3329,Tippy Dam State Recreation Area,44.2599,-85.9425,EN74ag,US-MI,7,7,176,0,0
K-3330,Wagner Falls Scenic Site,46.3875,-86.6469,EN66qj,US-MI,11,11,239,0,0
K-3331,Waterloo State Recreation Area,42.3332,-84.1068,EN72wh,US-MI,119,104,3389,0,0
K-3332,Watkins Lake State Park,42.1251,-84.138,EN72wd,US-MI,19,18,934,0,0
K-3333,Wetzel State Recreation Area,42.7339,-82.8474,EN82nr,US-MI,87,81,3009,0,1
K-3334,Yankee Springs State Recreation Area,42.6198,-85.5133,EN72fo,US-MI,85,82,3645,0,0
K-3335,Arrow Rock State Historic Site,39.0663,-92.9488,EM39mb,US-MO,13,13,521,0,0
K-3336,Battle of Athens State Historic Site,40.5878,-91.7089,EN40do,US-MO,31,31,2773,0,0
K-3337,Battle of Carthage State Historic Site,37.173,-94.2975,EM27ue,US-MO,24,24,588,0,0
K-3338,Battle of Island Mound State Historic Site,38.2366,-94.439,EM28sf,US-MO,29,29,1433,0,0
K-3339,Battle of Lexington State Historic Site,39.1912,-93.8784,EM39be,US-MO,28,28,775,0,0
K-3340,Battle of Pilot Knob State Historic Site,37.6203,-90.6395,EM47qo,US-MO,17,17,666,0,0
K-3341,Bollinger Mill State Historic Site,37.3681,-89.8031,EM57ci,US-MO,32,32,2002,0,0
K-3342,Boone's Lick State Historic Site,39.0784,-92.8787,EM39nb,US-MO,7,7,375,0,0
K-3343,Bothwell Lodge State Historic Site,38.7945,-93.2226,EM38jt,US-MO,19,19,496,0,0
K-3344,Clark's Hill/Norton State Historic Site,38.5579,-92.0301,EM38xn,US-MO,9,9,298,0,0
K-3345,Confederate Memorial State Historic Site,39.0964,-93.7245,EM39dc,US-MO,22,22,685,0,0
K-3346,Deutschheim State Historic Site,38.7063,-91.4384,EM48gq,US-MO,8,8,213,0,0
K-3347,Dillard Mill State Historic Site,37.7217,-91.2064,EM47jr,US-MO,8,8,200,0,0
K-3348,Felix Vallé House State Historic Site,37.9799,-90.0444,EM47xx,US-MO,10,10,197,0,0
K-3349,First Missouri State Capitol State Historic Site,38.78,-90.4819,EM48ss,US-MO,18,18,734,0,1
K-3350,Gen. John J. Pershing Boyhood Home State Historic Site,39.7882,-93.1693,EM39js,US-MO,11,11,246,0,0
K-3351,Gov. Daniel Dunklin's Grave State Historic Site,38.2809,-90.3776,EM48tg,US-MO,32,28,1235,0,0
K-3352,Hunter-Dawson State Historic Site,36.5964,-89.5234,EM56fo,US-MO,9,8,245,0,0
K-3353,Iliniwek Village State Historic Site,40.4291,-91.5579,EN40fk,US-MO,19,18,710,0,0
K-3354,Jewell Cemetery State Historic Site,38.9198,-92.3363,EM38tw,US-MO,11,11,216,0,0
K-3355,Locust Creek Covered Bridge State Historic Site,39.7892,-93.2326,EM39js,US-MO,10,10,294,0,0
K-3356,Mark Twain Birthplace State Historic Site,39.4884,-91.7857,EM49cl,US-MO,13,13,480,0,0
K-3357,Mastodon State Historic Site,38.379,-90.3848,EM48tj,US-MO,61,59,1713,0,0
K-3358,Missouri Mines State Historic Site,37.8375,-90.5098,EM47ru,US-MO,14,14,409,0,0
K-3359,Missouri State Museum/Jefferson Landing State Historic Site,38.5789,-92.1703,EM38vn,US-MO,12,12,374,0,0
K-3360,Nathan Boone Homestead State Historic Site,37.348,-93.5797,EM37fi,US-MO,41,40,1723,0,1
K-3361,Osage Village State Historic Site,37.9821,-94.2071,EM27vx,US-MO,16,15,432,0,0
K-3362,Sandy Creek Covered Bridge State Historic Site,38.2944,-90.5266,EM48rh,US-MO,12,12,404,0,0
K-3363,Sappington Cemetery State Historic Site,39.0329,-93.0071,EM39la,US-MO,6,6,184,0,0
K-3364,Scott Joplin House State Historic Site,38.637,-90.215,EM48vp,US-MO,9,8,307,0,0
K-3365,Thomas Hart Benton Home and Studio State Historic Site,39.0621,-94.5978,EM29qb,US-MO,10,10,290,0,0
K-3366,Towosahgy State Historic Site,36.6923,-89.2336,EM56jq,US-MO,4,4,194,0,0
K-3367,Union Covered Bridge State Historic Site,39.4331,-92.1028,EM39wk,US-MO,20,20,673,0,0
K-3368,Watkins Woolen Mill State Historic Site,39.4108,-94.2586,EM29uj,US-MO,26,24,720,0,0
K-3369,Bryant Creek State Park,36.8353,-92.4272,EM36su,US-MO,6,6,297,0,0
K-3370,Eleven Point State Park,36.6168,-91.1742,EM46jo,US-MO,2,2,150,0,0
K-3371,Nebraska National Forest,42.7907,-103.012,DN82ls,US-NE,9,7,313,0,0
K-3372,Samuel R McKelvie National Forest,42.719,-101.025,DN92lr,US-NE,3,3,33,0,0
K-3373,Chimney Rock National Historic Site,41.7024,-103.331,DN81iq,US-NE,12,12,425,0,0
K-3374,Neligh Mill State Historic Site,42.1264,-98.0311,EN02xd,US-NE,4,4,83,0,0
K-3375,Stolley National Historic Site,40.9001,-98.3611,EN00tv,US-NE,6,6,272,0,0
K-3376,Victoria Springs State Recreation Area,41.6086,-99.7513,EN01co,US-NE,8,8,442,0,0
K-3377,Schilling Wildlife Management Area,41.0407,-95.8822,EN21ba,US-NE,12,12,326,0,0
K-3378,Blue Ridge National Parkway,36.5186,-80.9358,EM96mm,"US-NC,US-VA",533,494,26267,0,1
K-3379,Delaware Water Gap National Recreation Area,41.0706,-75.0169,FN21lb,"US-NJ,US-PA",43,34,1033,0,0
K-3380,Lake Chelan National Recreation Area,48.3221,-120.672,CN98ph,US-WA,2,1,36,0,0
K-3381,Mississippi River National Recreation Area,44.9191,-93.1226,EN34kw,US-MN,199,159,6299,0,1
K-3382,John National Wild and Scenic River,66.9144,-151.656,BP46ev,US-AK,0,0,0,0,0
K-3383,Bald Mountain State Recreation Area,42.7331,-83.2415,EN82jr,US-MI,56,51,1542,0,0
K-3384,Brighton State Recreation Area,42.5103,-83.8631,EN82bm,US-MI,144,132,8468,0,0
K-3385,Mt. St. Helens National Monument,46.2769,-122.217,CN86vg,US-WA,15,9,281,0,0
K-3386,Bears Ears BLM National Monument,37.6297,-109.868,DM57bp,US-UT,8,8,313,0,0
K-3387,Thompson Chain of Lakes State Park,48.0291,-115.051,DN28la,US-MT,1,1,38,0,0
K-3389,Spooner Lake and Backcountry State Park,39.1071,-119.913,DM09bc,US-NV,11,10,253,0,0
K-3390,River Island State Park,34.2556,-114.137,DM24wg,US-AZ,9,9,273,0,0
K-3391,Na Pali Coast State Park,22.1641,-159.639,BL02ed,US-HI,1,1,11,0,0
K-3392,Kachemak Bay Wilderness State Park,59.2972,-151.022,BO49lh,US-AK,0,0,0,0,0
K-3393,Admiral William Standley State Recreation Area,39.6469,-123.617,CM89ep,US-CA,1,1,13,0,0
K-3394,Albany State Marine Reserve,37.8896,-122.316,CM87uv,US-CA,14,13,337,0,0
K-3395,Anderson Marsh State Historical Park,38.9226,-122.623,CM88qw,US-CA,3,2,57,0,0
K-3396,Antelope Valley Poppy Reserve State Conservation Area,34.7252,-118.39,DM04tr,US-CA,8,8,241,0,0
K-3397,Antelope Valley Indian Museum State Historical Park,34.6492,-117.85,DM14bp,US-CA,3,3,64,0,0
K-3398,Armstrong Redwoods Reserve State Conservation Area,38.5322,-123.003,CM88lm,US-CA,4,4,60,0,0
K-3399,Asilomar State State Beach,36.6238,-121.94,CM96ao,US-CA,7,5,158,0,0
K-3400,Auburn State Recreation Area,38.9672,-120.975,CM98mx,US-CA,61,50,1117,0,0
K-3401,Austin Creek State Recreation Area,38.5669,-123.053,CM88ln,US-CA,2,2,75,0,0
K-3402,Azalea Reserve State Conservation Area,40.9183,-124.08,CN70xw,US-CA,2,1,71,0,0
K-3403,Bale Grist Mill State Historical Park,38.5413,-122.509,CM88rm,US-CA,4,4,115,0,0
K-3404,Bean Hollow State Beach,37.2258,-122.409,CM87tf,US-CA,12,10,315,0,0
K-3405,Benbow Lake State Recreation Area,40.0619,-123.793,CN80cb,US-CA,4,3,75,0,0
K-3406,Benicia Capitol State Historical Park,38.05,-122.159,CM88wb,US-CA,3,3,63,0,0
K-3407,Benicia State Recreation Area,38.0781,-122.193,CM88vb,US-CA,20,19,636,0,0
K-3408,Bethany Reservoir State Recreation Area,37.7824,-121.616,CM97es,US-CA,13,13,439,0,0
K-3409,Bidwell Mansion State Historical Park,39.7324,-121.843,CM99br,US-CA,12,6,110,0,0
K-3410,Bodie State Historical Park,38.2122,-119.012,DM08lf,US-CA,12,12,235,0,0
K-3411,Bolsa Chica State Beach,33.6956,-118.049,DM03xq,US-CA,135,128,6600,0,0
K-3412,California Citrus State Historical Park,33.8993,-117.427,DM13gv,US-CA,35,31,803,0,0
K-3413,California State Capitol Museum Park,38.5764,-121.493,CM98gn,US-CA,6,3,47,0,0
K-3415,California State Railroad Museum State Park,38.5847,-121.504,CM98fo,US-CA,2,2,27,0,0
K-3416,Castaic Lake State Recreation Area,34.5276,-118.617,DM04qm,US-CA,62,60,3653,0,0
K-3417,Castro Adobe Park,36.947,-121.813,CM96cw,US-CA,0,0,0,0,0
K-3418,Cayucos State Beach,35.4475,-120.904,CM95nk,US-CA,10,8,148,0,0
K-3419,Chumash Painted Cave State Historical Park,34.5039,-119.788,DM04cm,US-CA,1,1,100,0,0
K-3420,Clay Pit State Vehicle Recreational Area,39.4806,-121.618,CM99el,US-CA,2,2,70,0,0
K-3421,Colonel Allensworth State Historical Park,35.8636,-119.389,DM05hu,US-CA,30,28,1128,0,0
K-3422,Columbia State Historical Park,38.0358,-120.401,CM98ta,US-CA,3,3,60,0,0
K-3423,Colusa-Sacramento River State Recreation Area,39.2188,-122.015,CM89xf,US-CA,5,4,93,0,0
K-3424,Ice Age Floods National Geologic Trail,47.595,-119.362,DN07ho,"US-ID,US-MT,US-OR,US-WA",310,296,8621,0,0
K-3425,Dockweiler State Beach,33.9306,-118.436,DM03sw,US-CA,57,51,1829,0,0
K-3426,Doheny State Beach,33.4608,-117.678,DM13dl,US-CA,35,33,1074,0,0
K-3427,McLaughlin Eastshore State Park,37.8661,-122.306,CM87uu,US-CA,12,12,316,0,0
K-3428,El Presidio de Santa Barbara State Historical Park,34.4226,-119.698,DM04dk,US-CA,3,3,49,0,0
K-3429,Emeryville Crescent State Marine Reserve,37.8371,-122.309,CM87uu,US-CA,13,13,267,0,0
K-3430,Emma Wood State Beach,34.2853,-119.326,DM04ig,US-CA,39,38,776,0,0
K-3431,Empire Mine State Historical Park,39.2036,-121.043,CM99le,US-CA,9,7,157,0,0
K-3432,Folsom Lake State Recreation Area,38.7455,-121.116,CM98kr,US-CA,80,71,3545,0,0
K-3433,Folsom Powerhouse State Historical Park,38.6806,-121.176,CM98jq,US-CA,12,8,139,0,0
K-3434,Fort Humboldt State Historical Park,40.7769,-124.189,CN70vs,US-CA,3,3,73,0,0
K-3435,Fort Ross State Historical Park,38.5142,-123.243,CM88jm,US-CA,8,5,116,0,0
K-3436,Fort Tejon State Historical Park,34.8746,-118.893,DM04nu,US-CA,12,8,151,0,0
K-3437,Franks Tract State Recreation Area,38.0409,-121.611,CM98ea,US-CA,1,1,22,0,0
K-3438,Greenwood State Beach,39.1306,-123.719,CM89dd,US-CA,3,3,44,0,0
K-3439,Half Moon Bay State Beach,37.4739,-122.449,CM87sl,US-CA,27,23,803,0,0
K-3440,Hatton Canyon State Park,36.5525,-121.906,CM96bn,US-CA,1,1,11,0,0
K-3441,Hearst San Simeon State Historic Site,35.6852,-121.167,CM95jq,US-CA,1,1,18,0,0
K-3442,Heber Dunes State Vehicle Recreational Area,32.7168,-115.393,DM22hr,US-CA,6,6,206,0,0
K-3443,Hollister Hills State Vehicle Recreational Area,36.7747,-121.425,CM96gs,US-CA,9,8,165,0,0
K-3444,Hungry Valley State Vehicle Recreational Area,34.7575,-118.877,DM04ns,US-CA,9,7,216,0,0
K-3445,Huntington State Beach,33.6375,-117.972,DM13ap,US-CA,65,62,2569,0,0
K-3446,Indian Grinding Rock State Historical Park,38.4242,-120.643,CM98qk,US-CA,9,8,187,0,0
K-3447,Indio Hills Palms State Park,33.8372,-116.31,DM13uu,US-CA,6,5,132,0,0
K-3448,Jack London State Historical Park,38.3506,-122.543,CM88ri,US-CA,8,5,185,0,0
K-3449,John B. Dewitt Redwoods Reserve State Conservation Area,40.1333,-123.811,CN80cd,US-CA,2,2,31,0,0
K-3450,John Little Reserve State Conservation Area,36.1194,-121.631,CM96ec,US-CA,0,0,0,0,0
K-3451,Kenneth Hahn State Recreation Area,34.0086,-118.365,DM04ta,US-CA,86,74,1783,0,0
K-3452,Kings State Beach State Beach,39.2368,-120.025,CM99xf,US-CA,6,6,116,0,0
K-3453,Kruse Rhododendron Reserve State Conservation Area,38.5938,-123.329,CM88io,US-CA,3,3,47,0,0
K-3454,La Purisima Mission State Historical Park,34.6792,-120.424,CM94sq,US-CA,6,6,120,0,0
K-3455,Lake Del Valle State Recreation Area,37.5887,-121.7,CM97do,US-CA,48,36,926,0,0
K-3456,Lake Oroville State Recreation Area,39.5636,-121.456,CM99gn,US-CA,6,5,118,0,0
K-3457,Lake Perris State Recreation Area,33.857,-117.175,DM13ju,US-CA,58,47,1917,0,0
K-3458,Lake Valley State Recreation Area,38.8712,-120.007,CM98xu,US-CA,1,1,39,0,0
K-3459,Leland Stanford Mansion State Historical Park,38.5762,-121.498,CM98gn,US-CA,1,1,16,0,0
K-3460,Leucadia State Beach,33.065,-117.305,DM13ib,US-CA,7,7,119,0,0
K-3461,Lighthouse Field State Beach,36.9519,-122.028,CM86xw,US-CA,10,9,285,0,0
K-3462,Los Angeles State Historical Park,34.0661,-118.234,DM04vb,US-CA,20,15,298,0,0
K-3463,Los Encinos State Historical Park,34.1603,-118.499,DM04sd,US-CA,4,4,108,0,0
K-3464,Los Osos Oaks Reserve State Conservation Area,35.3064,-120.814,CM95oh,US-CA,8,5,85,0,0
K-3465,Mailliard Redwoods Reserve State Conservation Area,38.905,-123.335,CM88hv,US-CA,1,1,13,0,0
K-3466,Malakoff Diggins State Historical Park,39.371,-120.898,CM99ni,US-CA,3,3,72,0,0
K-3467,Mandalay State Beach,34.2,-119.249,DM04je,US-CA,4,4,60,0,0
K-3468,Malibu Lagoon State Beach,34.0333,-118.679,DM04pa,US-CA,13,11,205,0,0
K-3469,Manresa State Beach,36.9208,-121.856,CM96bw,US-CA,7,7,245,0,0
K-3470,Marconi Conference Center State Historical Park,38.1445,-122.878,CM88nd,US-CA,4,4,59,0,0
K-3471,Marina State Beach,36.6839,-121.813,CM96cq,US-CA,8,8,199,0,0
K-3472,Marshall Gold Discovery State Historical Park,38.8,-120.894,CM98nt,US-CA,13,12,1074,0,0
K-3473,Martial Cottle Park State Recreation Area,37.2636,-121.834,CM97bg,US-CA,276,274,20708,0,0
K-3474,Mono Lake Tufa Reserve State Conservation Area,37.9453,-119.036,DM07lw,US-CA,18,17,305,0,0
K-3475,Montara Beach and McNee Ranch State Beach,37.5455,-122.514,CM87rn,US-CA,14,13,367,0,0
K-3476,Monterey State Historical Park,36.6024,-121.894,CM96bo,US-CA,1,1,22,0,0
K-3477,Monterey State Beach,36.6001,-121.882,CM96bo,US-CA,7,7,185,0,0
K-3478,Montgomery Woods Reserve State Conservation Area,39.2333,-123.383,CM89hf,US-CA,3,2,47,0,0
K-3479,Moonlight State Beach,33.0475,-117.298,DM13ib,US-CA,34,31,586,0,0
K-3480,Morro Strand State Beach,35.3951,-120.866,CM95nj,US-CA,19,13,355,0,0
K-3481,Moss Landing State Beach,36.8136,-121.791,CM96ct,US-CA,8,7,193,0,0
K-3482,Natural Bridges State Beach,36.9525,-122.058,CM86xw,US-CA,12,11,446,0,0
K-3483,Atlanta National Waterfowl Production Area,40.3864,-99.4927,EN00gj,US-NE,4,4,110,0,0
K-3484,Peterson National Waterfowl Production Area,40.481,-99.6592,EN00el,US-NE,3,3,74,0,0
K-3485,Jensen Lagoon National Waterfowl Production Area,40.3975,-98.7454,EN00pj,US-NE,4,4,83,0,0
K-3486,Moger National Waterfowl Production Area,40.4836,-97.99,EN10al,US-NE,5,5,114,0,0
K-3487,DeSoto (NE) National Wildlife Refuge,41.5213,-96.0302,EN11xm,US-NE,8,8,290,0,0
K-3488,Alberding Lagoon National Wildlife Management Area,40.491,-97.9925,EN10al,US-NE,6,5,127,0,0
K-3489,Massie National Waterfowl Production Area,40.4785,-98.0327,EN00xl,US-NE,6,6,141,0,0
K-3490,Smith Lagoon National Waterfowl Production Area,40.4376,-97.9761,EN10ak,US-NE,6,6,188,0,0
K-3491,Lake Wanahoo State Recreation Area,41.2464,-96.6192,EN11qf,US-NE,6,6,181,0,0
K-3492,Willa Cather Memorial Prairie State Historic Site,40.0039,-98.5229,EN00ra,US-NE,6,6,163,0,0
K-3493,Nine Mile Prairie National Historical Park,40.8717,-96.8056,EN10ou,US-NE,11,10,325,0,0
K-3495,Battleship Texas State Historic Site,29.7563,-95.0897,EL29ks,US-TX,76,73,3999,0,0
K-3496,Davis Hill State Park,30.3173,-94.8171,EM20oh,US-TX,10,10,840,0,0
K-3497,Devil's Sinkhole State Conservation Area,30.0575,-100.109,DM90wb,US-TX,6,6,225,0,0
K-3498,Devils River Natural State Conservation Area,29.9402,-100.97,DL99mw,US-TX,9,7,376,0,0
K-3499,Enchanted Rock Natural State Conservation Area,30.5061,-98.8201,EM00om,US-TX,22,21,720,0,0
K-3500,Fanthorp Inn State Historic Site,30.4829,-95.9838,EM20al,US-TX,12,12,477,0,0
K-3501,Fort Leaton State Historic Site,29.5428,-104.326,DL79un,US-TX,5,5,241,0,0
K-3502,Goliad State Historic Site,28.6566,-97.3856,EL18hp,US-TX,40,38,2704,0,0
K-3503,Government Canyon Natural State Conservation Area,29.5493,-98.7648,EL09on,US-TX,314,286,10997,0,0
K-3504,Hill Country Natural State Conservation Area,29.6271,-99.1885,EL09jp,US-TX,29,26,1221,0,0
K-3505,Honey Creek Natural State Conservation Area,29.8542,-98.4947,EL09su,US-TX,43,42,934,0,0
K-3506,Lipantitlan State Historic Site,27.9647,-97.8175,EL17cx,US-TX,12,12,625,0,0
K-3507,Lost Maples Natural State Conservation Area,29.8235,-99.5773,EL09ft,US-TX,17,15,528,0,0
K-3508,Monument Hill and Kreische Brewery State Historic Site,29.888,-96.8761,EL19nv,US-TX,19,18,569,0,0
K-3509,Port Isabel Lighthouse State Historic Site,26.0778,-97.2075,EL16jb,US-TX,14,13,680,0,0
K-3510,Powderhorn Ranch State Wildlife Area,28.4714,-96.4921,EL18sl,US-TX,8,8,220,0,0
K-3511,San Jacinto Battleground State Historic Site,29.7382,-95.0779,EL29lr,US-TX,103,94,4877,0,0
K-3512,Washington on the Brazos State Historic Site,30.3236,-96.1549,EM10wh,US-TX,37,36,1585,0,0
K-3513,David Berger National Memorial,41.4742,-81.4919,EN91gl,US-OH,122,119,3854,0,2
K-3514,Fort Miamis Fallen Timbers Battlefield National Historic Site,41.5725,-83.6261,EN81en,US-OH,37,35,954,0,0
K-3515,Lake Milton State Park,41.0943,-80.9717,EN91mc,US-OH,72,71,2484,0,1
K-3516,Wingfoot Lake State Park,41.0193,-81.3622,EN91ha,US-OH,149,141,4516,0,1
K-3517,North Bass Island State Park,41.7089,-82.8151,EN81or,US-OH,12,12,835,0,0
K-3518,Middle Bass Island State Park,41.6803,-82.8115,EN81oq,US-OH,4,4,209,0,0
K-3519,MarbleHead Lighthouse State Park,41.5358,-82.7131,EN81pm,US-OH,31,28,847,0,0
K-3520,Muskingum River State Park,39.6388,-81.8467,EM99bp,US-OH,37,37,1199,0,0
K-3521,Chapel View Prairie State Conservation Area,38.2231,-93.845,EM38bf,US-MO,5,5,161,0,0
K-3522,New Brighton State Beach,36.9806,-121.926,CM96ax,US-CA,22,17,597,0,0
K-3523,Oceano Dunes State Recreation Area,35.0968,-120.63,CM95qc,US-CA,10,10,167,0,0
K-3524,Ocotillo Wells State Vehicle Recreational Area,33.1512,-116.113,DM13wd,US-CA,10,10,305,0,0
K-3525,Old Sacramento State Historical Park,38.5828,-121.503,CM98fn,US-CA,7,5,84,0,0
K-3526,Old Town San Diego State Historical Park,32.7547,-117.197,DM12js,US-CA,12,8,167,0,0
K-3527,Olompali State Historical Park,38.1525,-122.57,CM88rd,US-CA,10,10,174,0,0
K-3528,Pacifica State Beach,37.6011,-122.499,CM87so,US-CA,11,11,428,0,0
K-3529,Pelican State Beach,41.9926,-124.209,CN71vx,US-CA,3,3,50,0,0
K-3530,Pescadero State Beach,37.2619,-122.413,CM87tg,US-CA,15,15,412,0,0
K-3531,Petaluma Adobe State Historical Park,38.2555,-122.585,CM88qg,US-CA,23,21,1166,0,0
K-3532,Picacho State Recreation Area,33.0251,-114.609,DM23qa,US-CA,8,8,618,0,0
K-3533,Pigeon Point Light Station State Historical Park,37.1818,-122.394,CM87te,US-CA,14,13,316,0,0
K-3534,Pio Pico State Historical Park,33.9936,-118.071,DM03xx,US-CA,8,7,125,0,0
K-3535,Pismo State Beach,35.1103,-120.631,CM95qc,US-CA,16,15,283,0,0
K-3536,Point Cabrillo Lighthouse State Historical Park,39.3486,-123.826,CM89ci,US-CA,10,7,230,0,0
K-3537,Point Dume State Beach,34,-118.806,DM04oa,US-CA,5,4,118,0,0
K-3538,Point Lobos Ranch State Park,36.514,-121.921,CM96am,US-CA,0,0,0,0,0
K-3539,Point Lobos Reserve State Conservation Area,36.517,-121.946,CM96am,US-CA,5,4,153,0,0
K-3540,Point Montara Light Station State Historical Park,37.536,-122.519,CM87rm,US-CA,4,4,149,0,0
K-3541,Point Sal State Beach,34.901,-120.648,CM94qv,US-CA,1,1,12,0,0
K-3542,Point Sur State Historical Park,36.306,-121.901,CM96bh,US-CA,2,1,107,0,0
K-3543,Pomponio State Beach,37.291,-122.408,CM87tg,US-CA,15,15,494,0,0
K-3544,Prairie City State Vehicle Recreational Area,38.608,-121.142,CM98ko,US-CA,5,5,126,0,0
K-3545,Railtown 1897 State Historical Park,37.95,-120.417,CM97sw,US-CA,2,2,24,0,0
K-3546,Refugio State Beach,34.462,-120.073,CM94xl,US-CA,10,10,260,0,0
K-3547,Reynolds Wayside Campground Park,39.943,-123.779,CM89cw,US-CA,2,2,27,0,0
K-3548,Rio de Los Angeles State Park,34.098,-118.236,DM04vc,US-CA,16,15,257,0,0
K-3549,Robert H. Meyer Memorial State Beach,34.0386,-118.875,DM04na,US-CA,1,1,48,0,0
K-3550,Robert W. Crown Memorial State Beach,37.765,-122.274,CM87us,US-CA,29,26,584,0,0
K-3551,Salinas River State Beach,36.783,-121.795,CM96cs,US-CA,8,8,200,0,0
K-3552,Salton Sea State Recreation Area,33.474,-115.888,DM23bl,US-CA,27,25,967,0,0
K-3553,San Buenaventura State Beach,34.267,-119.278,DM04ig,US-CA,53,50,783,0,0
K-3554,San Clemente State Beach,33.403,-117.604,DM13ej,US-CA,58,53,1518,0,0
K-3555,San Elijo State Beach,33.0218,-117.284,DM13ia,US-CA,19,15,296,0,0
K-3556,San Gregorio State Beach,37.323,-122.401,CM87th,US-CA,17,15,581,0,0
K-3557,San Juan Bautista State Historical Park,36.8455,-121.534,CM96fu,US-CA,7,6,164,0,0
K-3558,San Luis Reservoir State Recreation Area,37.0679,-121.081,CM97lb,US-CA,30,26,918,0,0
K-3559,San Onofre State Beach,33.379,-117.572,DM13fj,US-CA,31,30,871,0,0
K-3560,San Pasqual Battlefield State Historical Park,33.086,-116.99,DM13mc,US-CA,7,7,146,0,0
K-3561,San Timoteo Canyon State Park,33.9782,-117.112,DM13kx,US-CA,7,6,165,0,0
K-3562,Santa Cruz Mission State Historical Park,36.9776,-122.028,CM86xx,US-CA,7,6,185,0,0
K-3563,Santa Monica State Beach,34.015,-118.501,DM04ra,US-CA,36,33,1240,0,0
K-3564,Santa Susana Pass State Historical Park,34.2566,-118.62,DM04qg,US-CA,20,17,475,0,0
K-3565,Schooner Gulch State Beach,38.868,-123.655,CM88eu,US-CA,4,4,50,0,0
K-3566,Seacliff State Beach,36.972,-121.913,CM96bx,US-CA,20,16,450,0,0
K-3567,Shasta State Historical Park,40.5993,-122.492,CN80so,US-CA,8,8,166,0,0
K-3568,Silver Strand State Beach,32.6466,-117.147,DM12kp,US-CA,68,65,2522,0,0
K-3569,Silverwood Lake State Recreation Area,34.2874,-117.348,DM14hg,US-CA,17,15,425,0,0
K-3570,Sonoma State Historical Park,38.296,-122.463,CM88sh,US-CA,30,26,1340,0,0
K-3571,Standish-Hickey State Recreation Area,39.8792,-123.733,CM89dv,US-CA,2,2,24,0,0
K-3572,State Indian Museum State Park,38.5728,-121.471,CM98gn,US-CA,6,3,47,0,0
K-3573,Wayne E. Kirch Wildlife Management Area,38.4172,-115.09,DM28kk,US-NV,2,2,143,0,0
K-3574,Sunset State Beach,36.886,-121.832,CM96cv,US-CA,21,16,300,0,0
K-3575,Sutter's Fort State Historical Park,38.572,-121.471,CM98gn,US-CA,4,3,52,0,0
K-3576,Tahoe State Recreation Area,39.1753,-120.136,CM99we,US-CA,4,3,112,0,0
K-3577,Thornton State Beach,37.6984,-122.497,CM87sq,US-CA,9,6,143,0,0
K-3578,Tijuana Estuary Reserve State Conservation Area,32.555,-117.122,DM12kn,US-CA,7,7,168,0,0
K-3579,Tomo-Kahni State Historical Park,35.148,-118.335,DM05td,US-CA,1,1,23,0,0
K-3580,Torrey Pines State Beach,32.931,-117.26,DM12iw,US-CA,19,16,362,0,0
K-3581,Torrey Pines Reserve State Conservation Area,32.921,-117.253,DM12iw,US-CA,13,10,202,0,0
K-3582,Trinidad State Beach,41.0589,-124.15,CN71wb,US-CA,2,2,75,0,0
K-3583,Tule Elk Reserve State Conservation Area,35.322,-119.364,DM05hh,US-CA,19,18,440,0,0
K-3584,Turlock Lake State Recreation Area,37.627,-120.582,CM97rp,US-CA,3,2,158,0,0
K-3585,Twin Lakes State Beach,36.9622,-121.999,CM96ax,US-CA,6,4,115,0,0
K-3586,Verdugo Mountains State Park,34.22,-118.28,DM04uf,US-CA,47,44,2146,0,0
